OID_,Quadrat,Tag,Species,DBH,local_x,local_y,Code,ScientificName,CommonName,Family,Type,ln,wd,stake_x,stake_y,global_x,global_y,global_y_neg,global_x_neg,N18UTMFrom0313E,N18UTMFrom0313N,Land_use
6514,409,4033,TSUCAN,6.5,11.441,8.304,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,80,180,91.441,188.304,-188.304,-91.441,721506.3403,4846022.052,Managed Forest
6515,409,4034,TSUCAN,12.2,11.356,9.027,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,80,180,91.356,189.027,-189.027,-91.356,721507.0519,4846022.2,Managed Forest
6516,409,4035,TSUCAN,5.1,11.813,9.49,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,80,180,91.813,189.49,-189.49,-91.813,721507.5661,4846021.768,Managed Forest
6517,409,4036,TSUCAN,9.2,12.157,9.461,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,80,180,92.157,189.461,-189.461,-92.157,721507.5766,4846021.411,Managed Forest
6518,409,4037,TSUCAN,9.2,12.443,7.871,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,80,180,92.443,187.871,-187.871,-92.443,721506.0231,4846020.983,Managed Forest
6519,409,4038,TSUCAN,10,12.986,8.131,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,80,180,92.986,188.131,-188.131,-92.986,721506.3447,4846020.445,Managed Forest
6520,409,4039,TSUCAN,9,13.301,9.288,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,80,180,93.301,189.288,-189.288,-93.301,721507.5351,4846020.217,Managed Forest
6521,409,4040,TSUCAN,8.1,14.932,9.085,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,80,180,94.932,189.085,-189.085,-94.932,721507.5194,4846018.519,Managed Forest
6522,409,4041,TSUCAN,16.5,15.733,8.565,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,80,180,95.733,188.565,-188.565,-95.733,721507.0924,4846017.65,Managed Forest
6523,409,4042,TSUCAN,15,14.961,5.47,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,80,180,94.961,185.47,-185.47,-94.961,721503.9163,4846018.186,Managed Forest
6524,409,03966-2,TSUCAN,10.2,7.006,12.498,M,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,80,180,87.006,192.498,-192.498,-87.006,721510.0162,4846026.975,Managed Forest
6525,409,03972-2,CARCAR,2.5,0.168,17.01,M,Carpinus caroliniana,Musclewood,Betulaceae,DECIDUOUS,20,20,80,180,80.168,197.01,-197.01,-80.168,721513.7341,4846034.402,Pasture1973
6526,409,03975-2,CARCAR,8.8,1.513,17.444,M,Carpinus caroliniana,Musclewood,Betulaceae,DECIDUOUS,20,20,80,180,81.513,197.444,-197.444,-81.513,721514.3211,4846033.052,Pasture1973
6527,409,03975-3,CARCAR,4.6,1.513,17.444,M,Carpinus caroliniana,Musclewood,Betulaceae,DECIDUOUS,20,20,80,180,81.513,197.444,-197.444,-81.513,721514.3211,4846033.052,Pasture1973
6528,409,03979-2,CARCAR,4.4,3.029,17.328,M,Carpinus caroliniana,Musclewood,Betulaceae,DECIDUOUS,20,20,80,180,83.029,197.328,-197.328,-83.029,721514.3791,4846031.48,Pasture1973
6529,409,03984-2,ACERUB,14.4,6.892,18.051,M,Acer rubrum,Red Maple,Sapindaceae,DECIDUOUS,20,20,80,180,86.892,198.051,-198.051,-86.892,721515.5429,4846027.558,Pasture1973
6530,409,03987-2,CARCAR,2,9.438,18.398,M,Carpinus caroliniana,Musclewood,Betulaceae,DECIDUOUS,20,20,80,180,89.438,198.398,-198.398,-89.438,721516.1808,4846024.963,Pasture1973
6531,409,04022-2,FRAAME,25.8,15.562,5.065,M,Fraxinus americana,White Ash,Oleaceae,DECIDUOUS,20,20,80,180,95.562,185.065,-185.065,-95.562,721503.5812,4846017.532,Managed Forest
6532,410,5090,ACESAC,8.3,5.02,0.973,,Acer saccharum,Sugar Maple,Sapindaceae,DECIDUOUS,20,20,80,200,85.02,200.973,-200.973,-85.02,721518.2435,4846029.733,Pasture1973
6533,410,5091,FRANIG,12.2,7.676,1.877,,Fraxinus nigra,Black ash,Oleaceae,DECIDUOUS,20,20,80,200,87.676,201.877,-201.877,-87.676,721519.4496,4846027.071,Pasture1973
6534,410,5092,CARCAR,8.7,9.284,0.516,,Carpinus caroliniana,Musclewood,Betulaceae,DECIDUOUS,20,20,80,200,89.284,200.516,-200.516,-89.284,721518.2761,4846025.299,Pasture1973
6535,410,5093,CARCOR,7.6,6.618,3.94,,Carya cordiformis,Bitternut Hickory,Juglandaceae,DECIDUOUS,20,20,80,200,86.618,203.94,-203.94,-86.618,721521.3865,4846028.334,Pasture1973
6536,410,5094,CARCAR,10.3,8.696,5.107,,Carpinus caroliniana,Musclewood,Betulaceae,DECIDUOUS,20,20,80,200,88.696,205.107,-205.107,-88.696,721522.7888,4846026.29,Pasture1973
6537,410,5095,CARCAR,5.5,12.422,2.228,,Carpinus caroliniana,Musclewood,Betulaceae,DECIDUOUS,20,20,80,200,92.422,202.228,-202.228,-92.422,721520.3435,4846022.208,Pasture1973
6538,410,5096,CARCAR,7.5,13.52,1.722,,Carpinus caroliniana,Musclewood,Betulaceae,DECIDUOUS,20,20,80,200,93.52,201.722,-201.722,-93.52,721519.9645,4846021.034,Pasture1973
6539,410,5097,FRAAME,11.3,14.853,2.383,,Fraxinus americana,White Ash,Oleaceae,DECIDUOUS,20,20,80,200,94.853,202.383,-202.383,-94.853,721520.7766,4846019.715,Managed Forest
6540,410,5098,FRAAME,13.6,14.265,3.006,,Fraxinus americana,White Ash,Oleaceae,DECIDUOUS,20,20,80,200,94.265,203.006,-203.006,-94.265,721521.3308,4846020.373,Pasture1973
6541,410,5099,CARCAR,5,13.99,3.2,,Carpinus caroliniana,Musclewood,Betulaceae,DECIDUOUS,20,20,80,200,93.99,203.2,-203.2,-93.99,721521.4928,4846020.673,Pasture1973
6542,410,5100,CARCAR,8.7,15.245,4.134,,Carpinus caroliniana,Musclewood,Betulaceae,DECIDUOUS,20,20,80,200,95.245,204.134,-204.134,-95.245,721522.5684,4846019.458,Managed Forest
6543,410,5101,CARCAR,9.7,15.951,3.278,,Carpinus caroliniana,Musclewood,Betulaceae,DECIDUOUS,20,20,80,200,95.951,203.278,-203.278,-95.951,721521.7953,4846018.658,Managed Forest
6544,410,5102,CARCAR,4,15.402,1.333,,Carpinus caroliniana,Musclewood,Betulaceae,DECIDUOUS,20,20,80,200,95.402,201.333,-201.333,-95.402,721519.792,4846019.061,Managed Forest
6545,410,5103,CARCAR,7.2,19.01,1.566,,Carpinus caroliniana,Musclewood,Betulaceae,DECIDUOUS,20,20,80,200,99.01,201.566,-201.566,-99.01,721520.4378,4846015.361,Managed Forest
6546,410,5104,CARCAR,9,19.049,3.862,,Carpinus caroliniana,Musclewood,Betulaceae,DECIDUOUS,20,20,80,200,99.049,203.862,-203.862,-99.049,721522.7328,4846015.514,Managed Forest
6547,410,5105,CARCOR,4,19.52,7.792,,Carya cordiformis,Bitternut Hickory,Juglandaceae,DECIDUOUS,20,20,80,200,99.52,207.792,-207.792,-99.52,721526.7074,4846015.358,Managed Forest
6548,410,5106,CARCAR,15.9,18.618,8.337,,Carpinus caroliniana,Musclewood,Betulaceae,DECIDUOUS,20,20,80,200,98.618,208.337,-208.337,-98.618,721527.1478,4846016.333,Managed Forest
6549,410,5107,CARCAR,9.9,17.402,6.975,,Carpinus caroliniana,Musclewood,Betulaceae,DECIDUOUS,20,20,80,200,97.402,206.975,-206.975,-97.402,721525.6497,4846017.472,Managed Forest
6550,410,5108,ACERUB,29.7,17.049,7.714,,Acer rubrum,Red Maple,Sapindaceae,DECIDUOUS,20,20,80,200,97.049,207.714,-207.714,-97.049,721526.3465,4846017.898,Managed Forest
6551,410,5109,ACERUB,19.8,10.971,4.99,,Acer rubrum,Red Maple,Sapindaceae,DECIDUOUS,20,20,80,200,90.971,204.99,-204.99,-90.971,721522.9327,4846023.935,Pasture1973
6552,410,5110,FRAAME,10.4,11.912,4.018,,Fraxinus americana,White Ash,Oleaceae,DECIDUOUS,20,20,80,200,91.912,204.018,-204.018,-91.912,721522.0708,4846022.884,Pasture1973
6553,410,5111,CARCAR,8.4,13.01,4.29,,Carpinus caroliniana,Musclewood,Betulaceae,DECIDUOUS,20,20,80,200,93.01,204.29,-204.29,-93.01,721522.468,4846021.775,Pasture1973
6554,410,5112,CARCAR,9.4,14.029,4.757,,Carpinus caroliniana,Musclewood,Betulaceae,DECIDUOUS,20,20,80,200,94.029,204.757,-204.757,-94.029,721523.0506,4846020.763,Pasture1973
6555,410,5113,CARCAR,6,10.225,4.095,,Carpinus caroliniana,Musclewood,Betulaceae,DECIDUOUS,20,20,80,200,90.225,204.095,-204.095,-90.225,721521.9544,4846024.629,Pasture1973
6556,410,5114,PINSTR,3.2,14.892,17.714,,Pinus strobus,White Pine,Pinaceae,CONIFER,20,20,80,200,94.892,217.714,-217.714,-94.892,721536.0756,4846020.96,Pasture1973
6557,410,5115,PINSTR,8.5,13.324,19.27,,Pinus strobus,White Pine,Pinaceae,CONIFER,20,20,80,200,93.324,219.27,-219.27,-93.324,721537.4482,4846022.707,Pasture1973
6558,410,5116,PINSTR,14.4,16.618,17.831,,Pinus strobus,White Pine,Pinaceae,CONIFER,20,20,80,200,96.618,217.831,-217.831,-96.618,721536.39,4846019.191,Pasture1973
6559,410,5117,ACESAC,8,9.088,11.839,,Acer saccharum,Sugar Maple,Sapindaceae,DECIDUOUS,20,20,80,200,89.088,211.839,-211.839,-89.088,721529.5496,4846026.45,Pasture1973
6560,410,5118,ACESAC,19.9,9.01,13.2,,Acer saccharum,Sugar Maple,Sapindaceae,DECIDUOUS,20,20,80,200,89.01,213.2,-213.2,-89.01,721530.8985,4846026.645,Pasture1973
6561,410,5119,PINSTR,28.4,7.088,15.963,,Pinus strobus,White Pine,Pinaceae,CONIFER,20,20,80,200,87.088,215.963,-215.963,-87.088,721533.4347,4846028.858,Pasture1973
6562,410,5120,ACESAC,7.8,6.265,12.656,,Acer saccharum,Sugar Maple,Sapindaceae,DECIDUOUS,20,20,80,200,86.265,212.656,-212.656,-86.265,721530.0413,4846029.429,Pasture1973
6563,410,5121,ACESAC,21.6,4.029,11.294,,Acer saccharum,Sugar Maple,Sapindaceae,DECIDUOUS,20,20,80,200,84.029,211.294,-211.294,-84.029,721528.4264,4846031.619,Pasture1973
6564,410,5122,ACESAC,8.6,3.245,11.644,,Acer saccharum,Sugar Maple,Sapindaceae,DECIDUOUS,20,20,80,200,83.245,211.644,-211.644,-83.245,721528.6857,4846032.457,Pasture1973
6565,410,5123,FRAAME,31.6,4.304,14.912,,Fraxinus americana,White Ash,Oleaceae,DECIDUOUS,20,20,80,200,84.304,214.912,-214.912,-84.304,721532.0672,4846031.639,Pasture1973
6566,410,5124,PINSTR,12.5,2.069,14.835,,Pinus strobus,White Pine,Pinaceae,CONIFER,20,20,80,200,82.069,214.835,-214.835,-82.069,721531.7344,4846033.937,Pasture1973
6567,410,5125,FRAAME,24.2,2.186,16.274,,Fraxinus americana,White Ash,Oleaceae,DECIDUOUS,20,20,80,200,82.186,216.274,-216.274,-82.186,721533.1833,4846033.937,Pasture1973
6568,410,5126,FRAALN,7.5,1.48,16.78,,Frangula alnus,Alder buckthorn,Rhamnaceae,DECIDUOUS,20,20,80,200,81.48,216.78,-216.78,-81.48,721533.6073,4846034.707,Pasture1973
6569,410,5127,ACERUB,16.8,0.892,17.558,,Acer rubrum,Red Maple,Sapindaceae,DECIDUOUS,20,20,80,200,80.892,217.558,-217.558,-80.892,721534.316,4846035.378,Pasture1973
6570,410,5128,FRAAME,17.3,0.618,18.298,,Fraxinus americana,White Ash,Oleaceae,DECIDUOUS,20,20,80,200,80.618,218.298,-218.298,-80.618,721535.0229,4846035.723,Pasture1973
6571,410,5129,FRANIG,18.9,4.735,15.768,,Fraxinus nigra,Black ash,Oleaceae,DECIDUOUS,20,20,80,200,84.735,215.768,-215.768,-84.735,721532.9706,4846031.267,Pasture1973
6572,410,5130,PINSTR,12.6,5.48,16.119,,Pinus strobus,White Pine,Pinaceae,CONIFER,20,20,80,200,85.48,216.119,-216.119,-85.48,721533.4061,4846030.528,Pasture1973
6573,410,5131,FRAAME,22.3,6.696,17.169,,Fraxinus americana,White Ash,Oleaceae,DECIDUOUS,20,20,80,200,86.696,217.169,-217.169,-86.696,721534.5929,4846029.363,Pasture1973
6574,411,5132,FRAALN,5.1,3.714,2,,Frangula alnus,Alder buckthorn,Rhamnaceae,DECIDUOUS,20,20,80,220,83.714,222,-222,-83.714,721539.0707,4846032.842,Pasture1973
6575,411,5133,PINSTR,21.3,4.316,2.418,,Pinus strobus,White Pine,Pinaceae,CONIFER,20,20,80,220,84.316,222.418,-222.418,-84.316,721539.5567,4846032.256,Pasture1973
6576,411,5134,ACERUB,31.9,4.48,4.133,,Acer rubrum,Red Maple,Sapindaceae,DECIDUOUS,20,20,80,220,84.48,224.133,-224.133,-84.48,721541.2864,4846032.231,Pasture1973
6577,411,5135,PINSTR,4.1,9.908,0.541,,Pinus strobus,White Pine,Pinaceae,CONIFER,20,20,80,220,89.908,220.541,-220.541,-89.908,721538.3248,4846026.335,Pasture1973
6578,411,5136,PINSTR,1.7,9.418,1.48,,Pinus strobus,White Pine,Pinaceae,CONIFER,20,20,80,220,89.418,221.48,-221.48,-89.418,721539.2055,4846026.918,Pasture1973
6579,411,5137,PINSTR,29,8.602,8.827,,Pinus strobus,White Pine,Pinaceae,CONIFER,20,20,80,220,88.602,228.827,-228.827,-88.602,721546.4414,4846028.375,Pasture1973
6580,411,5138,ACESAC,13.7,4.398,4.745,,Acer saccharum,Sugar Maple,Sapindaceae,DECIDUOUS,20,20,80,220,84.398,224.745,-224.745,-84.398,721541.8876,4846032.367,Pasture1973
6581,411,5139,FRANIG,13.5,1.622,7.194,,Fraxinus nigra,Black ash,Oleaceae,DECIDUOUS,20,20,80,220,81.622,227.194,-227.194,-81.622,721544.0127,4846035.433,Pasture1973
6582,411,5140,FRAAME,21.3,2.071,17.112,,Fraxinus americana,White Ash,Oleaceae,DECIDUOUS,20,20,80,220,82.071,237.112,-237.112,-82.071,721553.9585,4846035.802,Pasture1973
6583,411,5141,PINSTR,24.4,0.112,18.092,,Pinus strobus,White Pine,Pinaceae,CONIFER,20,20,80,220,80.112,238.092,-238.092,-80.112,721554.7117,4846037.904,Pasture1973
6584,411,5142,ACESAC,4.8,4.847,14.949,,Acer saccharum,Sugar Maple,Sapindaceae,DECIDUOUS,20,20,80,220,84.847,234.949,-234.949,-84.847,721552.1187,4846032.759,Pasture1973
6585,411,5143,FRAAME,25.5,5.296,15.48,,Fraxinus americana,White Ash,Oleaceae,DECIDUOUS,20,20,80,220,85.296,235.48,-235.48,-85.296,721552.6998,4846032.341,Pasture1973
6586,411,5144,ACERUB,10.7,6.112,18.378,,Acer rubrum,Red Maple,Sapindaceae,DECIDUOUS,20,20,80,220,86.112,238.378,-238.378,-86.112,721555.6844,4846031.743,Pasture1973
6587,411,5145,ACERUB,7,7.133,18.01,,Acer rubrum,Red Maple,Sapindaceae,DECIDUOUS,20,20,80,220,87.133,238.01,-238.01,-87.133,721555.4343,4846030.659,Pasture1973
6588,411,5146,FRAAME,25.2,3.378,19.724,,Fraxinus americana,White Ash,Oleaceae,DECIDUOUS,20,20,80,220,83.378,239.724,-239.724,-83.378,721556.714,4846034.674,Pasture1973
6589,411,5147,FRAAME,20.2,8.724,18.051,,Fraxinus americana,White Ash,Oleaceae,DECIDUOUS,20,20,80,220,88.724,238.051,-238.051,-88.724,721555.6574,4846029.023,Pasture1973
6590,411,5148,FRAAME,16,8.765,16.459,,Fraxinus americana,White Ash,Oleaceae,DECIDUOUS,20,20,80,220,88.765,236.459,-236.459,-88.765,721554.0739,4846028.847,Pasture1973
6591,411,5149,ACESAC,3,6.398,14.296,,Acer saccharum,Sugar Maple,Sapindaceae,DECIDUOUS,20,20,80,220,86.398,234.296,-234.296,-86.398,721551.6449,4846031.106,Pasture1973
6592,411,5150,PINSTR,31.2,6.112,11.48,,Pinus strobus,White Pine,Pinaceae,CONIFER,20,20,80,220,86.112,231.48,-231.48,-86.112,721548.8029,4846031.164,Pasture1973
6593,411,5151,PINSTR,19.8,5.541,13.153,,Pinus strobus,White Pine,Pinaceae,CONIFER,20,20,80,220,85.541,233.153,-233.153,-85.541,721550.4065,4846031.893,Pasture1973
6594,411,5152,ACESAC,9.8,8.112,11.48,,Acer saccharum,Sugar Maple,Sapindaceae,DECIDUOUS,20,20,80,220,88.112,231.48,-231.48,-88.112,721549.032,4846029.103,Pasture1973
6595,411,5153,ACESAC,6.9,11.173,11.643,,Acer saccharum,Sugar Maple,Sapindaceae,DECIDUOUS,20,20,80,220,91.173,231.643,-231.643,-91.173,721549.5453,4846025.961,Pasture1973
6596,411,5154,ACESAC,3.5,13.051,13.52,,Acer saccharum,Sugar Maple,Sapindaceae,DECIDUOUS,20,20,80,220,93.051,233.52,-233.52,-93.051,721551.633,4846024.183,Pasture1973
6597,411,5155,ACESAC,7,12.48,16.908,,Acer saccharum,Sugar Maple,Sapindaceae,DECIDUOUS,20,20,80,220,92.48,236.908,-236.908,-92.48,721554.9475,4846025.055,Pasture1973
6598,411,5156,FRAAME,12,11.541,17.888,,Fraxinus americana,White Ash,Oleaceae,DECIDUOUS,20,20,80,220,91.541,237.888,-237.888,-91.541,721555.8175,4846026.105,Pasture1973
6599,411,5157,ACESAC,3.8,14.071,16.255,,Acer saccharum,Sugar Maple,Sapindaceae,DECIDUOUS,20,20,80,220,94.071,236.255,-236.255,-94.071,721554.4783,4846023.361,Pasture1973
6600,411,5158,ACESAC,4.7,13.418,17.643,,Acer saccharum,Sugar Maple,Sapindaceae,DECIDUOUS,20,20,80,220,93.418,237.643,-237.643,-93.418,721555.7882,4846024.15,Pasture1973
6601,411,5159,CARCOR,2,11.133,19.235,,Carya cordiformis,Bitternut Hickory,Juglandaceae,DECIDUOUS,20,20,80,220,91.133,239.235,-239.235,-91.133,721557.1146,4846026.639,Pasture1973
6602,411,5160,ACERUB,21.3,14.684,19.071,,Acer rubrum,Red Maple,Sapindaceae,DECIDUOUS,20,20,80,220,94.684,239.071,-239.071,-94.684,721557.3578,4846022.965,Pasture1973
6603,411,5161,ACERUB,11.2,15.5,19.316,,Acer rubrum,Red Maple,Sapindaceae,DECIDUOUS,20,20,80,220,95.5,239.316,-239.316,-95.5,721557.6957,4846022.144,Pasture1973
6604,411,5162,FRAAME,9.5,15.827,18.173,,Fraxinus americana,White Ash,Oleaceae,DECIDUOUS,20,20,80,220,95.827,238.173,-238.173,-95.827,721556.5929,4846021.711,Pasture1973
6605,411,5163,FRAAME,27.5,17.99,19.153,,Fraxinus americana,White Ash,Oleaceae,DECIDUOUS,20,20,80,220,97.99,239.153,-239.153,-97.99,721557.8183,4846019.564,Pasture1973
6606,411,5164,ACESAC,6.1,17.378,16.5,,Acer saccharum,Sugar Maple,Sapindaceae,DECIDUOUS,20,20,80,220,97.378,236.5,-236.5,-97.378,721555.1016,4846019.972,Pasture1973
6607,411,5165,ACESAC,2.5,17.337,14.827,,Acer saccharum,Sugar Maple,Sapindaceae,DECIDUOUS,20,20,80,220,97.337,234.827,-234.827,-97.337,721553.4279,4846019.874,Pasture1973
6608,411,5166,ACESAC,19.8,19.622,14.867,,Acer saccharum,Sugar Maple,Sapindaceae,DECIDUOUS,20,20,80,220,99.622,234.867,-234.867,-99.622,721553.7295,4846017.522,Pasture1973
6609,411,5167,ACESAC,9,16.724,13.929,,Acer saccharum,Sugar Maple,Sapindaceae,DECIDUOUS,20,20,80,220,96.724,233.929,-233.929,-96.724,721552.4618,4846020.431,Pasture1973
6610,411,5168,PINSTR,22.8,16.888,12.786,,Pinus strobus,White Pine,Pinaceae,CONIFER,20,20,80,220,96.888,232.786,-232.786,-96.888,721551.3403,4846020.166,Pasture1973
6611,411,5169,PINSTR,26.7,18.52,11.357,,Pinus strobus,White Pine,Pinaceae,CONIFER,20,20,80,220,98.52,231.357,-231.357,-98.52,721550.1017,4846018.364,Pasture1973
6612,411,5170,ACESAC,10.8,19.704,11.194,,Acer saccharum,Sugar Maple,Sapindaceae,DECIDUOUS,20,20,80,220,99.704,231.194,-231.194,-99.704,721550.0747,4846017.13,Pasture1973
6613,411,5171,ACERUB,12.3,19.622,12.867,,Acer rubrum,Red Maple,Sapindaceae,DECIDUOUS,20,20,80,220,99.622,232.867,-232.867,-99.622,721551.7343,4846017.355,Pasture1973
6614,411,5172,ACERUB,1.9,16.929,11.561,,Acer rubrum,Red Maple,Sapindaceae,DECIDUOUS,20,20,80,220,96.929,231.561,-231.561,-96.929,721550.1229,4846020.021,Pasture1973
6615,411,5173,FRAAME,20.3,13.378,10.827,,Fraxinus americana,White Ash,Oleaceae,DECIDUOUS,20,20,80,220,93.378,230.827,-230.827,-93.378,721548.9838,4846023.62,Pasture1973
6616,411,5174,FRAAME,10.5,14.071,13.52,,Fraxinus americana,White Ash,Oleaceae,DECIDUOUS,20,20,80,220,94.071,233.52,-233.52,-94.071,721551.7498,4846023.131,Pasture1973
6617,411,5175,ACESAC,4,14.357,14.092,,Acer saccharum,Sugar Maple,Sapindaceae,DECIDUOUS,20,20,80,220,94.357,234.092,-234.092,-94.357,721552.3532,4846022.884,Pasture1973
6618,411,5176,ACERUB,17.9,15.663,13.316,,Acer rubrum,Red Maple,Sapindaceae,DECIDUOUS,20,20,80,220,95.663,233.316,-233.316,-95.663,721551.7287,4846021.473,Pasture1973
6619,411,5177,ACERUB,2.2,15.378,14.214,,Acer rubrum,Red Maple,Sapindaceae,DECIDUOUS,20,20,80,220,95.378,234.214,-234.214,-95.378,721552.5919,4846021.842,Pasture1973
6620,411,5178,ACESAC,6.8,12.071,11.724,,Acer saccharum,Sugar Maple,Sapindaceae,DECIDUOUS,20,20,80,220,92.071,231.724,-231.724,-92.071,721549.729,4846025.042,Pasture1973
6621,411,5179,PINSTR,1.6,13.949,2.622,,Pinus strobus,White Pine,Pinaceae,CONIFER,20,20,80,220,93.949,222.622,-222.622,-93.949,721540.8638,4846022.343,Pasture1973
6622,411,5180,PINSTR,4.1,15.541,2.908,,Pinus strobus,White Pine,Pinaceae,CONIFER,20,20,80,220,95.541,222.908,-222.908,-95.541,721541.3315,4846020.726,Pasture1973
6623,411,5181,TSUCAN,2.1,16.439,2.541,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,80,220,96.439,222.541,-222.541,-96.439,721541.0683,4846019.77,Pasture1973
6624,411,5182,PINSTR,4.1,15.786,2.255,,Pinus strobus,White Pine,Pinaceae,CONIFER,20,20,80,220,95.786,222.255,-222.255,-95.786,721540.7081,4846020.419,Pasture1973
6625,411,5183,PINSTR,3.4,17.133,2.051,,Pinus strobus,White Pine,Pinaceae,CONIFER,20,20,80,220,97.133,222.051,-222.051,-97.133,721540.6589,4846019.014,Pasture1973
6626,411,5184,PINSTR,3.5,16.724,1.52,,Pinus strobus,White Pine,Pinaceae,CONIFER,20,20,80,220,96.724,221.52,-221.52,-96.724,721540.0824,4846019.391,Pasture1973
6627,411,5185,TSUCAN,2.9,16.48,1.357,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,80,220,96.48,221.357,-221.357,-96.48,721539.8918,4846019.628,Pasture1973
6628,411,5186,PINSTR,6.4,14.888,1.724,,Pinus strobus,White Pine,Pinaceae,CONIFER,20,20,80,220,94.888,221.724,-221.724,-94.888,721540.0755,4846021.3,Pasture1973
6629,411,5187,TSUCAN,2.3,15.378,1.357,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,80,220,95.378,221.357,-221.357,-95.378,721539.7655,4846020.764,Pasture1973
6630,411,5188,PINSTR,6.4,12.847,2.051,,Pinus strobus,White Pine,Pinaceae,CONIFER,20,20,80,220,92.847,222.051,-222.051,-92.847,721540.1679,4846023.432,Pasture1973
6631,411,5189,PINSTR,3.8,13.296,0.459,,Pinus strobus,White Pine,Pinaceae,CONIFER,20,20,80,220,93.296,220.459,-220.459,-93.296,721538.6312,4846022.835,Pasture1973
6632,411,5190,PINSTR,2.5,18.561,0.622,,Pinus strobus,White Pine,Pinaceae,CONIFER,20,20,80,220,98.561,220.622,-220.622,-98.561,721539.3969,4846017.422,Managed Forest
6633,411,5191,PINSTR,9.7,18.929,0.622,,Pinus strobus,White Pine,Pinaceae,CONIFER,20,20,80,220,98.929,220.622,-220.622,-98.929,721539.4391,4846017.042,Managed Forest
6634,411,5192,PINSTR,1.5,19.173,0.459,,Pinus strobus,White Pine,Pinaceae,CONIFER,20,20,80,220,99.173,220.459,-220.459,-99.173,721539.3045,4846016.777,Managed Forest
6635,411,5193,PINSTR,4.6,19.337,0.827,,Pinus strobus,White Pine,Pinaceae,CONIFER,20,20,80,220,99.337,220.827,-220.827,-99.337,721539.6904,4846016.639,Managed Forest
6636,411,5194,PINSTR,5.7,19.173,1.52,,Pinus strobus,White Pine,Pinaceae,CONIFER,20,20,80,220,99.173,221.52,-221.52,-99.173,721540.3629,4846016.866,Managed Forest
6637,411,5195,PICRUB,5.5,19.255,2.745,,Picea Rubens,Red Spruce,Pinaceae,CONIFER,20,20,80,220,99.255,222.745,-222.745,-99.255,721541.5944,4846016.884,Managed Forest
6638,411,5196,PINSTR,1.4,19.01,5.398,,Pinus strobus,White Pine,Pinaceae,CONIFER,20,20,80,220,99.01,225.398,-225.398,-99.01,721544.213,4846017.359,Pasture1973
6639,411,5197,ACERUB,18.2,18.276,7.071,,Acer rubrum,Red Maple,Sapindaceae,DECIDUOUS,20,20,80,220,98.276,227.071,-227.071,-98.276,721545.7979,4846018.256,Pasture1973
6640,411,5198,FRAAME,9.6,17.337,7.316,,Fraxinus americana,White Ash,Oleaceae,DECIDUOUS,20,20,80,220,97.337,227.316,-227.316,-97.337,721545.9348,4846019.245,Pasture1973
6641,411,5199,FRAAME,3,15.704,6.582,,Fraxinus americana,White Ash,Oleaceae,DECIDUOUS,20,20,80,220,95.704,226.582,-226.582,-95.704,721545.0154,4846020.866,Pasture1973
6642,411,5200,SORTOR,3.5,15.173,6.622,,Sorbus torminalis,Checkertree,Rosaceae,DECIDUOUS,20,20,80,220,95.173,226.622,-226.622,-95.173,721544.9945,4846021.417,Pasture1973
6643,411,5402,FRAAME,26.2,15.459,8.582,,Fraxinus americana,White Ash,Oleaceae,DECIDUOUS,20,20,80,220,95.459,228.582,-228.582,-95.459,721546.9826,4846021.287,Pasture1973
6644,411,5403,ACESAC,7.4,16.48,7.643,,Acer saccharum,Sugar Maple,Sapindaceae,DECIDUOUS,20,20,80,220,96.48,227.643,-227.643,-96.48,721546.1628,4846020.155,Pasture1973
6645,411,5404,FRAAME,16.8,12.888,8.908,,Fraxinus americana,White Ash,Oleaceae,DECIDUOUS,20,20,80,220,92.888,228.908,-228.908,-92.888,721547.0133,4846023.964,Pasture1973
6646,411,5405,ACERUB,4.5,12.112,8.949,,Acer rubrum,Red Maple,Sapindaceae,DECIDUOUS,20,20,80,220,92.112,228.949,-228.949,-92.112,721546.9653,4846024.767,Pasture1973
6647,411,5406,ACERUB,4.1,9.908,9.316,,Acer rubrum,Red Maple,Sapindaceae,DECIDUOUS,20,20,80,220,89.908,229.316,-229.316,-89.908,721547.0789,4846027.07,Pasture1973
6648,411,5407,FRAAME,15.5,12.765,4.622,,Fraxinus americana,White Ash,Oleaceae,DECIDUOUS,20,20,80,220,92.765,224.622,-224.622,-92.765,721542.7234,4846023.732,Pasture1973
