OID_,Quadrat,Tag,Species,DBH,local_x,local_y,Code,ScientificName,CommonName,Family,Type,ln,wd,stake_x,stake_y,global_x,global_y,global_y_neg,global_x_neg,N18UTMFrom0313E,N18UTMFrom0313N,Land_use
10031,712,6984,TSUCAN,16.4,0.22,9.4,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,140,240,140.22,249.4,-249.4,-140.22,721572.8789,4845976.892,Managed Forest
10032,712,6985,TSUCAN,22.5,2.64,9.1,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,140,240,142.64,249.1,-249.1,-142.64,721572.8569,4845974.372,Managed Forest
10033,712,06958-1,ACERUB,31,12.5,17.11,M,Acer rubrum,Red Maple,Sapindaceae,DECIDUOUS,20,20,140,240,152.5,257.11,-257.11,-152.5,721581.9774,4845964.88,Managed Forest
10034,712,06958-2,ACERUB,25.5,12.58,17.12,M,Acer rubrum,Red Maple,Sapindaceae,DECIDUOUS,20,20,140,240,152.58,257.12,-257.12,-152.58,721581.9965,4845964.798,Managed Forest
10035,713,6441,TSUCAN,16.5,11.51,19.045,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,140,260,151.51,279.045,-279.045,-151.51,721603.7467,4845967.739,Managed Forest
10036,713,6442,TSUCAN,29.1,16.437,17.105,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,140,260,156.437,277.105,-277.105,-156.437,721602.3757,4845962.498,Managed Forest
10037,713,6444,CARCAR,6.3,20.187,16.549,,Carpinus caroliniana,Musclewood,Betulaceae,DECIDUOUS,20,20,140,260,160.187,276.549,-276.549,-160.187,721602.2507,4845958.585,Managed Forest
10038,713,6445,OSTVIR,5.2,18.589,16.445,,Ostrya virginiana,Hophornbeam,Betulaceae,DECIDUOUS,20,20,140,260,158.589,276.445,-276.445,-158.589,721601.9639,4845960.224,Managed Forest
10039,713,6446,CARCAR,5.5,18.971,12.973,,Carpinus caroliniana,Musclewood,Betulaceae,DECIDUOUS,20,20,140,260,158.971,272.973,-272.973,-158.971,721598.5439,4845959.539,Managed Forest
10040,713,6447,ACESAC,20,17.548,11.793,,Acer saccharum,Sugar Maple,Sapindaceae,DECIDUOUS,20,20,140,260,157.548,271.793,-271.793,-157.548,721597.2037,4845960.907,Managed Forest
10041,713,6448,ACESAC,38.1,16.749,11.237,,Acer saccharum,Sugar Maple,Sapindaceae,DECIDUOUS,20,20,140,260,156.749,271.237,-271.237,-156.749,721596.5575,4845961.684,Managed Forest
10042,713,6449,ACESAC,24.4,16.367,13.39,,Acer saccharum,Sugar Maple,Sapindaceae,DECIDUOUS,20,20,140,260,156.367,273.39,-273.39,-156.367,721598.6616,4845962.258,Managed Forest
10043,713,6450,FAGGRA,14,12.062,10.647,,Fagus grandifolia,Beech,Fagaceae,DECIDUOUS,20,20,140,260,152.062,270.647,-270.647,-152.062,721595.4319,4845966.466,Managed Forest
10044,713,6451,BETALL,15.4,14.562,14.258,,Betula alleghaniensis,Yellow Birch/ Silver Birch,Betulaceae,DECIDUOUS,20,20,140,260,154.562,274.258,-274.258,-154.562,721599.3207,4845964.192,Managed Forest
10045,713,6452,TSUCAN,7,12.305,17.591,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,140,260,152.305,277.591,-277.591,-152.305,721602.3872,4845966.798,Managed Forest
10046,713,6453,TSUCAN,25.8,15.256,4.293,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,140,260,155.256,264.293,-264.293,-155.256,721589.459,4845962.641,Managed Forest
10047,713,6455,TSUCAN,28.1,12.791,2.452,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,140,260,152.791,262.452,-262.452,-152.791,721587.34,4845965.028,Managed Forest
10048,713,6456,QUERUB,9.2,10.812,-0.048,,Quercus rubra,Red oak,Fagaceae,DECIDUOUS,20,20,140,260,150.812,259.952,-259.952,-150.812,721584.6192,4845966.858,Managed Forest
10049,713,6457,ACESAC,9.5,8.589,7.14,,Acer saccharum,Sugar Maple,Sapindaceae,DECIDUOUS,20,20,140,260,148.589,267.14,-267.14,-148.589,721591.5354,4845969.752,Managed Forest
10050,713,6458,CARCAR,3.5,7.339,3.529,,Carpinus caroliniana,Musclewood,Betulaceae,DECIDUOUS,20,20,140,260,147.339,263.529,-263.529,-147.339,721587.7898,4845970.738,Managed Forest
10051,713,6459,OSTVIR,4.3,4.076,4.466,,Ostrya virginiana,Hophornbeam,Betulaceae,DECIDUOUS,20,20,140,260,144.076,264.466,-264.466,-144.076,721588.3508,4845974.18,Managed Forest
10052,713,6460,TSUCAN,20.6,0.846,7.834,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,140,260,140.846,267.834,-267.834,-140.846,721591.3407,4845977.792,Managed Forest
10053,713,6461,CARCAR,2.8,4.353,6.758,,Carpinus caroliniana,Musclewood,Betulaceae,DECIDUOUS,20,20,140,260,144.353,266.758,-266.758,-144.353,721590.669,4845974.087,Managed Forest
10054,713,6462,ACESAC,19.4,6.437,6.688,,Acer saccharum,Sugar Maple,Sapindaceae,DECIDUOUS,20,20,140,260,146.437,266.688,-266.688,-146.437,721590.8379,4845971.932,Managed Forest
10055,713,6463,BETALL,16,7.895,8.494,,Betula alleghaniensis,Yellow Birch/ Silver Birch,Betulaceae,DECIDUOUS,20,20,140,260,147.895,268.494,-268.494,-147.895,721592.8067,4845970.581,Managed Forest
10056,713,6464,ACESAC,36.5,7.305,11.168,,Acer saccharum,Sugar Maple,Sapindaceae,DECIDUOUS,20,20,140,260,147.305,271.168,-271.168,-147.305,721595.4067,4845971.413,Managed Forest
10057,713,6465,CARCAR,3.4,7.235,10.404,,Carpinus caroliniana,Musclewood,Betulaceae,DECIDUOUS,20,20,140,260,147.235,270.404,-270.404,-147.235,721594.6365,4845971.421,Managed Forest
10058,713,6466,ACESAC,36.2,6.263,10.265,,Acer saccharum,Sugar Maple,Sapindaceae,DECIDUOUS,20,20,140,260,146.263,270.265,-270.265,-146.263,721594.3865,4845972.412,Managed Forest
10059,713,6467,TSUCAN,7.5,1.437,12.73,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,140,260,141.437,272.73,-272.73,-141.437,721596.2927,4845977.593,Managed Forest
10060,713,6468,TSUCAN,57.2,2.513,16.306,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,140,260,142.513,276.306,-276.306,-142.513,721599.9835,4845976.784,Managed Forest
10061,713,6469,TSUCAN,9.1,9.006,14.084,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,140,260,149.006,274.084,-274.084,-149.006,721598.5106,4845969.904,Managed Forest
10062,713,6470,TSUCAN,16.8,9.909,12.869,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,140,260,149.909,272.869,-272.869,-149.909,721597.402,4845968.872,Managed Forest
10063,713,06443-1,ACESAC,37.8,19.978,18.459,M,Acer saccharum,Sugar Maple,Sapindaceae,DECIDUOUS,20,20,140,260,159.978,278.459,-278.459,-159.978,721604.1322,4845958.961,Managed Forest
10064,713,06454-1,ACESAC,26.4,17.652,0.369,M,Acer saccharum,Sugar Maple,Sapindaceae,DECIDUOUS,20,20,140,260,157.652,260.369,-260.369,-157.652,721585.8188,4845959.842,Managed Forest
10065,713,06454-2,ACESAC,31,17.652,0.369,M,Acer saccharum,Sugar Maple,Sapindaceae,DECIDUOUS,20,20,140,260,157.652,260.369,-260.369,-157.652,721585.8188,4845959.842,Managed Forest
10066,713,06454-3,ACESAC,28.7,17.652,0.369,M,Acer saccharum,Sugar Maple,Sapindaceae,DECIDUOUS,20,20,140,260,157.652,260.369,-260.369,-157.652,721585.8188,4845959.842,Managed Forest
10067,714,7740,CARCOR,27.6,9.539,8.38,,Carya cordiformis,Bitternut Hickory,Juglandaceae,DECIDUOUS,20,20,140,280,149.539,288.38,-288.38,-149.539,721612.8336,4845970.553,Managed Forest
10068,714,7741,TSUCAN,20.6,8.717,5.428,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,140,280,148.717,285.428,-285.428,-148.717,721609.7945,4845971.153,Managed Forest
10069,714,7742,TSUCAN,71.3,8.93,3.95,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,140,280,148.93,283.95,-283.95,-148.93,721608.3444,4845970.81,Managed Forest
10070,714,7743,FRANIG,34.3,6.271,0.534,,Fraxinus nigra,Black ash,Oleaceae,DECIDUOUS,20,20,140,280,146.271,280.534,-280.534,-146.271,721604.6319,4845973.264,Managed Forest
10071,714,7744,TSUCAN,12.4,8.008,7.717,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,140,280,148.008,287.717,-287.717,-148.008,721611.9968,4845972.076,Managed Forest
10072,714,7745,TSUCAN,63.4,3.576,2.083,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,140,280,143.576,282.083,-282.083,-143.576,721605.8685,4845976.172,Managed Forest
10073,714,7746,TSUCAN,31.6,2.618,1.45,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,140,280,142.618,281.45,-281.45,-142.618,721605.1272,4845977.107,Managed Forest
10074,714,7747,TSUCAN,6,0.491,2.788,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,140,280,140.491,282.788,-282.788,-140.491,721606.2184,4845979.411,Managed Forest
10075,714,7748,TSUCAN,2.8,0.526,3.668,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,140,280,140.526,283.668,-283.668,-140.526,721607.1003,4845979.449,Managed Forest
10076,714,7749,TSUCAN,3,0.384,7.964,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,140,280,140.384,287.964,-287.964,-140.384,721611.3698,4845979.955,Managed Forest
10077,714,7750,TSUCAN,4.5,1.767,7.823,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,140,280,141.767,287.823,-287.823,-141.767,721611.3875,4845978.518,Managed Forest
10078,714,7751,TSUCAN,19.8,3.682,8.668,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,140,280,143.682,288.668,-288.668,-143.682,721612.4499,4845976.615,Managed Forest
10079,714,7752,TSUCAN,13.1,5.313,9.548,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,140,280,145.313,289.548,-289.548,-145.313,721613.5147,4845975.007,Managed Forest
10080,714,7753,TSUCAN,9,6.803,7.119,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,140,280,146.803,287.119,-287.119,-146.803,721611.2622,4845973.268,Managed Forest
10081,714,7754,TSUCAN,12.2,6.944,10.921,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,140,280,146.944,290.921,-290.921,-146.944,721615.0712,4845973.441,Managed Forest
10082,714,7755,FRANIG,31.1,6.554,12.752,,Fraxinus nigra,Black ash,Oleaceae,DECIDUOUS,20,20,140,280,146.554,292.752,-292.752,-146.554,721616.8532,4845973.997,Managed Forest
10083,714,7756,TSUCAN,22.5,5.703,14.055,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,140,280,145.703,294.055,-294.055,-145.703,721618.0556,4845974.983,Managed Forest
10084,714,7757,TSUCAN,25.8,1.554,11.766,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,140,280,141.554,291.766,-291.766,-141.554,721615.2967,4845979.068,Managed Forest
10085,714,7758,TSUCAN,7.2,2.015,13.492,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,140,280,142.015,293.492,-293.492,-142.015,721617.0714,4845978.738,Managed Forest
10086,714,7759,TSUCAN,14.5,2.015,14.971,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,140,280,142.015,294.971,-294.971,-142.015,721618.5469,4845978.862,Managed Forest
10087,714,7760,OSTVIR,5.8,0.42,19.83,,Ostrya virginiana,Hophornbeam,Betulaceae,DECIDUOUS,20,20,140,280,140.42,299.83,-299.83,-140.42,721623.2116,4845980.913,Managed Forest
10088,714,7761,ACESAC,11.2,0.632,19.583,,Acer saccharum,Sugar Maple,Sapindaceae,DECIDUOUS,20,20,140,280,140.632,299.583,-299.583,-140.632,721622.9895,4845980.674,Managed Forest
10089,714,7762,FRAAME,7.9,10.384,19.513,,Fraxinus americana,White Ash,Oleaceae,DECIDUOUS,20,20,140,280,150.384,299.513,-299.513,-150.384,721624.0369,4845970.616,Managed Forest
10090,714,7763,TSUCAN,25.7,9.285,15.816,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,140,280,149.285,295.816,-295.816,-149.285,721620.2228,4845971.438,Managed Forest
10091,714,7764,OSTVIR,12.9,9.498,13.95,,Ostrya virginiana,Hophornbeam,Betulaceae,DECIDUOUS,20,20,140,280,149.498,293.95,-293.95,-149.498,721618.3856,4845971.062,Managed Forest
10092,714,7765,OSTVIR,22.9,8.966,14.09,,Ostrya virginiana,Hophornbeam,Betulaceae,DECIDUOUS,20,20,140,280,148.966,294.09,-294.09,-148.966,721618.4643,4845971.623,Managed Forest
10093,714,7766,FRANIG,32.9,9.994,10.534,,Fraxinus nigra,Black ash,Oleaceae,DECIDUOUS,20,20,140,280,149.994,290.534,-290.534,-149.994,721615.0346,4845970.265,Managed Forest
10094,714,7767,CARCAR,6.2,15.81,16.027,,Carpinus caroliniana,Musclewood,Betulaceae,DECIDUOUS,20,20,140,280,155.81,296.027,-296.027,-155.81,721621.1808,4845964.73,Managed Forest
10095,714,7768,OSTVIR,7.3,17.76,17.435,,Ostrya virginiana,Hophornbeam,Betulaceae,DECIDUOUS,20,20,140,280,157.76,297.435,-297.435,-157.76,721622.8088,4845962.838,Managed Forest
10096,714,7769,ACESAC,6.6,17.441,14.02,,Acer saccharum,Sugar Maple,Sapindaceae,DECIDUOUS,20,20,140,280,157.441,294.02,-294.02,-157.441,721619.3654,4845962.881,Managed Forest
10097,714,7770,TSUCAN,15.9,16.767,11.414,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,140,280,156.767,291.414,-291.414,-156.767,721616.6884,4845963.357,Managed Forest
10098,714,7771,ACESAC,35.5,14.781,10.816,,Acer saccharum,Sugar Maple,Sapindaceae,DECIDUOUS,20,20,140,280,154.781,290.816,-290.816,-154.781,721615.8643,4845965.354,Managed Forest
10099,714,7772,TSUCAN,6.2,12.725,11.45,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,140,280,152.725,291.45,-291.45,-152.725,721616.2613,4845967.526,Managed Forest
10100,714,7773,CARCAR,4.5,10.703,19.865,,Carpinus caroliniana,Musclewood,Betulaceae,DECIDUOUS,20,20,140,280,150.703,299.865,-299.865,-150.703,721624.4246,4845970.316,Managed Forest
10101,714,7774,TSUCAN,10.4,13.292,8.809,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,140,280,153.292,288.809,-288.809,-153.292,721613.6915,4845966.721,Managed Forest
10102,714,7775,TSUCAN,16.8,15.632,9.337,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,140,280,155.632,289.337,-289.337,-155.632,721614.4864,4845964.353,Managed Forest
10103,714,7776,FAGGRA,14.5,18.824,7.295,,Fagus grandifolia,Beech,Fagaceae,DECIDUOUS,20,20,140,280,158.824,287.295,-287.295,-158.824,721612.8149,4845960.891,Managed Forest
10104,714,7777,TSUCAN,12.6,16.093,5.675,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,140,280,156.093,285.675,-285.675,-156.093,721610.8859,4845963.571,Managed Forest
10105,714,7778,TSUCAN,15.5,16.803,3.562,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,140,280,156.803,283.562,-283.562,-156.803,721608.8593,4845962.662,Managed Forest
10106,714,7779,TSUCAN,21.1,13.257,0.323,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,140,280,153.257,280.323,-280.323,-153.257,721605.2218,4845966.045,Managed Forest
10107,714,7780,TSUCAN,5.2,12.264,1.52,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,140,280,152.264,281.52,-281.52,-152.264,721606.3021,4845967.169,Managed Forest
10108,714,7781,FRANIG,43.3,10.561,9.055,,Fraxinus nigra,Black ash,Oleaceae,DECIDUOUS,20,20,140,280,150.561,289.055,-289.055,-150.561,721613.6241,4845969.556,Managed Forest
10109,715,11592,CARCOR,24.4,9.2,7.81,,Carya cordiformis,Bitternut Hickory,Juglandaceae,DECIDUOUS,20,20,140,300,149.2,307.81,-307.81,-149.2,721632.1784,4845972.532,Managed Forest
10110,715,11593,CARCAR,5.6,8.35,7.64,,Carpinus caroliniana,Musclewood,Betulaceae,DECIDUOUS,20,20,140,300,148.35,307.64,-307.64,-148.35,721631.9115,4845973.393,Managed Forest
10111,715,11594,OSTVIR,3.5,9.36,6.34,,Ostrya virginiana,Hophornbeam,Betulaceae,DECIDUOUS,20,20,140,300,149.36,306.34,-306.34,-149.36,721630.7303,4845972.243,Managed Forest
10112,715,11595,TSUCAN,8,9.28,4.95,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,140,300,149.28,304.95,-304.95,-149.28,721629.3344,4845972.209,Managed Forest
10113,715,11596,CARCAR,3.4,7.14,6.68,,Carpinus caroliniana,Musclewood,Betulaceae,DECIDUOUS,20,20,140,300,147.14,306.68,-306.68,-147.14,721630.8151,4845974.56,Managed Forest
10114,715,11597,FRAAME,5.8,6.98,4.36,,Fraxinus americana,White Ash,Oleaceae,DECIDUOUS,20,20,140,300,146.98,304.36,-304.36,-146.98,721628.4823,4845974.531,Managed Forest
10115,715,11598,BETPAP,50.8,9.23,2.04,,Betula papyrifera,Paper Birch,Betulaceae,DECIDUOUS,20,20,140,300,149.23,302.04,-302.04,-149.23,721626.4256,4845972.017,Managed Forest
10116,715,11599,FAGGRA,18.1,7.04,2.52,,Fagus grandifolia,Beech,Fagaceae,DECIDUOUS,20,20,140,300,147.04,302.52,-302.52,-147.04,721626.6536,4845974.315,Managed Forest
10117,715,11600,OSTVIR,6.8,5.05,0.52,,Ostrya virginiana,Hophornbeam,Betulaceae,DECIDUOUS,20,20,140,300,145.05,300.52,-300.52,-145.05,721624.4304,4845976.198,Managed Forest
10118,715,11601,TSUCAN,7.4,10.47,13.11,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,140,300,150.47,313.11,-313.11,-150.47,721637.6113,4845971.667,Managed Forest
10119,715,11602,ACESAC,32.2,11.78,12.74,,Acer saccharum,Sugar Maple,Sapindaceae,DECIDUOUS,20,20,140,300,151.78,312.74,-312.74,-151.78,721637.3923,4845970.285,Managed Forest
10120,715,11603,TSUCAN,3.9,11.1,16.75,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,140,300,151.1,316.75,-316.75,-151.1,721641.3148,4845971.322,Managed Forest
10121,715,11604,TSUCAN,4.2,13.74,17.17,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,140,300,153.74,317.17,-317.17,-153.74,721642.0362,4845968.636,Managed Forest
10122,715,11605,TSUCAN,5,17.15,17.33,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,140,300,157.15,317.33,-317.33,-157.15,721642.5865,4845965.135,Managed Forest
10123,715,11606,CARCOR,11.2,17.2,19.58,,Carya cordiformis,Bitternut Hickory,Juglandaceae,DECIDUOUS,20,20,140,300,157.2,319.58,-319.58,-157.2,721644.8369,4845965.272,Managed Forest
10124,715,11607,TSUCAN,15.7,17.61,19.61,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,140,300,157.61,319.61,-319.61,-157.61,721644.9138,4845964.852,Managed Forest
10125,715,11608,TSUCAN,6,18.62,18.81,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,140,300,158.62,318.81,-318.81,-158.62,721644.2314,4845963.743,Managed Forest
10126,715,11609,ACESAC,19.8,18.88,15.97,,Acer saccharum,Sugar Maple,Sapindaceae,DECIDUOUS,20,20,140,300,158.88,315.97,-315.97,-158.88,721641.428,4845963.237,Managed Forest
10127,715,11610,TSUCAN,3.2,17.06,16.12,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,140,300,157.06,316.12,-316.12,-157.06,721641.3691,4845965.126,Managed Forest
10128,715,11611,TSUCAN,12.5,16.56,10.3,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,140,300,156.56,310.3,-310.3,-156.56,721635.5057,4845965.154,Managed Forest
10129,715,11612,BETALL,5,13.95,10.82,,Betula alleghaniensis,Yellow Birch/ Silver Birch,Betulaceae,DECIDUOUS,20,20,140,300,153.95,310.82,-310.82,-153.95,721635.7254,4845967.888,Managed Forest
10130,715,11613,BETALL,2,13.85,11.05,,Betula alleghaniensis,Yellow Birch/ Silver Birch,Betulaceae,DECIDUOUS,20,20,140,300,153.85,311.05,-311.05,-153.85,721635.9434,4845968.01,Managed Forest
10131,715,11614,TSUCAN,10.8,15.39,9.2,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,140,300,155.39,309.2,-309.2,-155.39,721634.2743,4845966.267,Managed Forest
10132,715,11615,TSUCAN,11.9,19.37,9.64,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,140,300,159.37,309.64,-309.64,-159.37,721635.1692,4845962.202,Managed Forest
10133,715,11616,TSUCAN,4.1,18.21,5.05,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,140,300,158.21,305.05,-305.05,-158.21,721630.4572,4845963.013,Managed Forest
10134,715,11617,TSUCAN,62.7,16.79,2.55,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,140,300,156.79,302.55,-302.55,-156.79,721627.8005,4845964.267,Managed Forest
10135,715,11618,CARCAR,4.8,10.5,0.27,,Carpinus caroliniana,Musclewood,Betulaceae,DECIDUOUS,20,20,140,300,150.5,300.27,-300.27,-150.5,721624.8053,4845970.559,Managed Forest
10136,715,11619,FRAAME,6.8,11.67,2.99,,Fraxinus americana,White Ash,Oleaceae,DECIDUOUS,20,20,140,300,151.67,302.99,-302.99,-151.67,721627.6529,4845969.581,Managed Forest
10137,715,11620,ACERUB,3.9,11.64,4.75,,Acer rubrum,Red Maple,Sapindaceae,DECIDUOUS,20,20,140,300,151.64,304.75,-304.75,-151.64,721629.4053,4845969.76,Managed Forest
10138,715,11621,CARCAR,3.5,11.76,6.34,,Carpinus caroliniana,Musclewood,Betulaceae,DECIDUOUS,20,20,140,300,151.76,306.34,-306.34,-151.76,721631.0052,4845969.769,Managed Forest
10139,715,11622,CARCAR,6.9,11.93,6.4,,Carpinus caroliniana,Musclewood,Betulaceae,DECIDUOUS,20,20,140,300,151.93,306.4,-306.4,-151.93,721631.0846,4845969.599,Managed Forest
10140,715,11623,CARCAR,4.1,11.56,6.15,,Carpinus caroliniana,Musclewood,Betulaceae,DECIDUOUS,20,20,140,300,151.56,306.15,-306.15,-151.56,721630.7928,4845969.96,Managed Forest
10141,715,11978,OSTVIR,6.7,5.08,2.06,,Ostrya virginiana,Hophornbeam,Betulaceae,DECIDUOUS,20,20,140,300,145.08,302.06,-302.06,-145.08,721625.9701,4845976.296,Managed Forest
10142,715,11979,ACESAC,1.4,5.53,3.65,,Acer saccharum,Sugar Maple,Sapindaceae,DECIDUOUS,20,20,140,300,145.53,303.65,-303.65,-145.53,721627.6079,4845975.966,Managed Forest
10143,715,11980,ACESAC,2,3.63,3.44,,Acer saccharum,Sugar Maple,Sapindaceae,DECIDUOUS,20,20,140,300,143.63,303.44,-303.44,-143.63,721627.1807,4845977.907,Managed Forest
10144,715,11981,OSTVIR,4.3,3.08,1.37,,Ostrya virginiana,Hophornbeam,Betulaceae,DECIDUOUS,20,20,140,300,143.08,301.37,-301.37,-143.08,721625.0527,4845978.3,Managed Forest
10145,715,11982,OSTVIR,5.8,2.77,2.41,,Ostrya virginiana,Hophornbeam,Betulaceae,DECIDUOUS,20,20,140,300,142.77,302.41,-302.41,-142.77,721626.0547,4845978.707,Managed Forest
10146,715,11983,OSTVIR,5.5,0.27,2.15,,Ostrya virginiana,Hophornbeam,Betulaceae,DECIDUOUS,20,20,140,300,140.27,302.15,-302.15,-140.27,721625.5089,4845981.262,Managed Forest
10147,715,11984,TSUCAN,21.3,2.19,7.22,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,140,300,142.19,307.22,-307.22,-142.19,721630.7868,4845979.708,Managed Forest
10148,715,11985,TSUCAN,22.9,0.68,9.81,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,140,300,140.68,309.81,-309.81,-140.68,721633.1976,4845981.482,Managed/CutRegrowth
10149,715,11986,OSTVIR,6.1,4.47,9.09,,Ostrya virginiana,Hophornbeam,Betulaceae,DECIDUOUS,20,20,140,300,144.47,309.09,-309.09,-144.47,721632.9135,4845977.515,Managed Forest
10150,715,11987,ACESAC,14.4,4.78,7.52,,Acer saccharum,Sugar Maple,Sapindaceae,DECIDUOUS,20,20,140,300,144.78,307.52,-307.52,-144.78,721631.3828,4845977.063,Managed Forest
10151,715,11988,ACESAC,23.3,5.28,12.01,,Acer saccharum,Sugar Maple,Sapindaceae,DECIDUOUS,20,20,140,300,145.28,312.01,-312.01,-145.28,721635.9193,4845976.924,Managed Forest
10152,715,11989,TSUCAN,17.4,3.4,12.25,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,140,300,143.4,312.25,-312.25,-143.4,721635.9434,4845978.882,Managed/CutRegrowth
10153,715,11990,TSUCAN,9.4,3.05,12.66,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,140,300,143.05,312.66,-312.66,-143.05,721636.3123,4845979.278,Managed/CutRegrowth
10154,715,11991,FRAPEN,21.1,2.19,11.19,,Fraxinus pennsylvanica,Green ash,Oleaceae,DECIDUOUS,20,20,140,300,142.19,311.19,-311.19,-142.19,721634.7473,4845980.041,Managed/CutRegrowth
10155,715,11992,TSUCAN,7.2,2.53,13.46,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,140,300,142.53,313.46,-313.46,-142.53,721637.0508,4845979.881,Managed/CutRegrowth
10156,715,11993,ACERUB,5.3,5.61,19.51,,Acer rubrum,Red Maple,Sapindaceae,DECIDUOUS,20,20,140,300,145.61,319.51,-319.51,-145.61,721643.4393,4845977.213,Managed/CutRegrowth
